,Building Information,,,,,,,,Events Information,,,,,Ordinate  Intensity Measures,,,,,,Spectral Intensity Measures ,,,,,,Building Response,,,,Building Frequency ,,Average spectral values,,,Duration of Strong Motion,,,,,,,,,,,,,,,
Network,Building ID,B_Lat.,B_Long.,Soil info.,Vs30,Height,No. of story,Typology,Event Date,E_Lat.,E_Long.,Magnitude,Epicentral distance (R),PGA,PGV,PGD,AI,DP,CAV,SA1,SV1,SD1,SA2,SV2,SD2,Drift,PTA,PTV,PTD,F1,F2,Avg_Sa,Avg_Sv,Avg_Sd,Effective,Bracketed 1 [0.05g],Uniform [0.05g],Bracketed [0.1g],Uniform [0.1g],Bracketed [0.15g],Uniform [0.15g],Bracketed [0.2g],Uniform [0.2g],Significant_a1 [(5-75)%],Significant_a2 [(5-95)%],Significant_v1 [(5-75)%],Significant_v2 [(5-95)%],Significant_d1 [(5-75)%],Significant_d2 [(5-95)%],ZX
,,[degree],[degree],Unnamed: 4_level_2,[m/s2],[cm],Unnamed: 7_level_2,Unnamed: 8_level_2,Unnamed: 9_level_2,[degree],[degree],[Mw],[km],[cm/s2],[cm/s],[cm],[cm/s],[cm*s],[cm/s],[cm/s2],[cm/s],[cm],[cm/s2],[cm/s],[cm],[cm/cm],[cm/s2],[cm/s],[cm],Hz,Hz,[cm/s2],[cm/s],[cm],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec]
,,35.675,139.75,,304.6,9060,21,S,201210192059_CG2_21F_208_1,35.7733,140.1133,3.9,34.3,0.485811797614005,0.0356722414172102,0.00524045913463633,0.000502266975829831,0.000000563068347226323,3.32227039515817,0.164903775518602,0.0607527893373843,0.0116347790139234,0.149220576537652,0.0548748042960539,0.0111487352870949,-0.246226672901771,1.06355151550045,0.0994603719540373,0.0136275249817219,0.604650311670782,0.573256243543488,0.157062176028127,0.0578137968167191,0.0113917571505092,,,,,,,,,,,36.23,,,,,
,,35.675,139.75,,304.6,9060,21,S,201210251932_CG2_21F_208_1,38.2883,141.8583,5.6,345.7,0.863309912252743,0.079608070646215,0.0175225227245833,0.00420577894873349,0.000046730444905419,12.531849445553,0.480248980743117,0.16909281074236,0.0347117651375751,0.496409895581499,0.159388434653221,0.0415857330984236,-0.211243644403484,2.29721464362864,0.303968236948836,0.0823927564249527,0.579205487493343,0.546458469471869,0.488329438162308,0.164240622697791,0.0381487491179994,,,,,,,,,,,75.5,,,,,
,,35.675,139.75,,304.6,9060,21,S,201210311550_CG2_21F_208_1,36.04,139.925,4.4,43.7,1.19133187894656,0.0427175115073626,0.00511708080939157,0.00156429709462147,0.00000190453410626921,5.41641188760248,0.189451096285872,0.0594476961165009,0.0117880891439436,0.127628007778941,0.0524164782323913,0.0152220906343587,-0.246646237096676,1.22707672629093,0.0426835863879788,0.0097959900068432,0.609105926812322,0.455950305143854,0.158539552032406,0.0559320871744461,0.0135050898891512,,,,,,,,,,,27.89,,,,,
,,35.675,139.75,,304.6,9060,21,S,201211091251_CG2_21F_208_1,36.8767,141.3783,5.5,197.8,1.30419615347564,0.104081601715168,0.026873095116928,0.00427407996679076,0.0000250548268952035,15.4294672943927,0.719650676647825,0.233630369422582,0.0492142910515979,0.807066339067402,0.250004927611298,0.0685850594851319,-0.204359580445965,2.10229174666597,0.404704443320771,0.114570564897058,0.588213457101443,0.542059186318765,0.763358507857614,0.24181764851694,0.0588996752683649,,,,,,,,,,,113.31,,,,,
,,35.675,139.75,,304.6,9060,21,S,201211161725_CG2_21F_208_1,35.3567,141.2283,5.5,137.9,1.08829945486784,0.183393250483163,0.041965309575564,0.00378553702511665,0.0000495904075915749,15.1041297029303,1.61596823731894,0.450342406516764,0.114279862492501,1.01884168588533,0.334045160601417,0.0843724242833447,-0.179576188115054,2.67624723870939,0.540691222228397,0.133984053861038,0.59431562926795,0.550425127065793,1.31740496160214,0.392193783559091,0.0993261433879229,,,,,,,,,,,124.5,,,,,
,,35.675,139.75,,304.6,9060,21,S,201211241759_CG2_21F_208_1,35.6367,140.0167,4.8,24,8.57399208334037,0.366572140226421,0.0434887236316491,0.0570039231424246,0.000254415267381406,25.1166878595551,0.620584703990038,0.416533664951827,0.0400434292822134,0.566716640820948,0.411279980678782,0.0412682964471373,-0.218697339670694,15.1125911254822,0.87565781686707,0.0739755759051077,0.588693683145444,0.560194239522158,0.593650672405493,0.413906822815305,0.0406558628646754,,,,,,,,,,,14.35,,,,,
,,35.675,139.75,,304.6,9060,21,S,201212070532_CG2_21F_208_1,37.815,144.315,7.4,471,1.5522092109008,0.0723876544268044,0.0159117028460711,0.00283713696454675,0.00000715316397466042,7.83356781279818,0.282756478928968,0.130973312312155,0.0239342613669698,0.223174336178119,0.12641718046437,0.0215508886364336,-0.230904113432226,2.12088439067251,0.179320440614008,0.0367984662485478,0.502187300489672,0.50549175082419,0.252965407553543,0.128695246388262,0.0227425750017017,,,,,,,,,,,35.07,,,,,
,,35.675,139.75,,304.6,9060,21,S,201212071718_CG2_21F_208_1,37.9183,143.855,6.6,442.3,10.5867406405458,1.29769009511731,0.507877625147202,0.601065795934855,0.0331143180858697,234.369545504791,12.3580978225633,2.85804423399885,0.725884993067377,11.7839831695608,4.06930588544341,1.22174735062112,0.693121257791965,26.3056134239275,5.52609754605339,1.76343268407664,0.604052507126518,0.491656495204882,12.0710404960621,3.46367505972113,0.973816171844248,,,,,,,,,,,174.41,,,,,
,,35.675,139.75,,304.6,9060,21,S,201212071731_CG2_21F_208_1,35.6483,140.1667,4.6,37.3,0.667072349934596,0.0956919032593833,0.0717337660211806,0.0024531635183986,0.0000387330990542362,10.8530831273031,0.570966594906593,0.15674234744637,0.0464768695275106,0.53881916341816,0.184040720477252,0.0533666706416235,-0.180104706916319,1.33491573502293,0.289192301155885,0.102946615065948,0.524198772452387,0.502682182640671,0.554892879162377,0.170391533961811,0.0499217700845671,,,,,,,,,,,123.65,,,,,
,,35.675,139.75,,304.6,9060,21,S,201212132056_CG2_21F_208_1,35.7167,140.21,4.2,41.4,1.10620333795256,0.0501151016969089,0.00579154730518129,0.000933157464122867,0.00000100190844940848,4.344451000465,0.120515230634082,0.0587769788349659,0.00779711624798216,0.0670574344813048,0.0502047828290779,0.00616781152149212,-0.244557574652086,1.50819456513734,0.098307039524395,0.0141364364523641,0.570873583827162,0.513375313760849,0.0937863325576934,0.0544908808320219,0.00698246388473714,,,,,,,,,,,32.32,,,,,
,,35.675,139.75,,304.6,9060,21,S,201212151327_CG2_21F_208_1,37.2967,141.3483,5.3,230.1,0.916783350603274,0.0512313712994201,0.00776677127952324,0.00109765323235394,0.00000599224975529789,5.67870621318964,0.284996349750091,0.0868629226134364,0.0202666333049769,0.25571077268218,0.0843258490812829,0.021297106871674,-0.236639987828594,1.3756789055288,0.167852827563691,0.0311714688877695,0.561728620572609,0.546146657146594,0.270353561216135,0.0855943858473596,0.0207818700883255,,,,,,,,,,,66.81,,,,,
,,35.675,139.75,,304.6,9060,21,S,201212291619_CG2_21F_208_1,37.0667,141.1817,5,200.9,0.605566587024004,0.0318081898528706,0.00437868438815603,0.00109889511850352,0.00000313398027171835,5.23410639957694,0.159963681967774,0.0560747423292781,0.0106632107145536,0.150000329553529,0.0482708919746243,0.0124670292205942,-0.244656664845551,1.12009754579872,0.098017343443741,0.0190205172056684,0.612986819996043,0.548524228797099,0.154982005760651,0.0521728171519512,0.0115651199675739,,,,,,,,,,,41.93,,,,,
,,35.675,139.75,,304.6,9060,21,S,201301220446_CG2_21F_208_1,35.8733,140.9367,5.1,109,1.69783465550081,0.164220091430526,0.0276172643052791,0.00668882008182569,0.0000500496240165379,13.5620914763266,0.753831439545256,0.252033739849068,0.0501722471477283,0.574240033898889,0.233572017942036,0.057636084881544,-0.195755098269627,2.81697407523596,0.380784580953922,0.109486269293857,0.612624433099221,0.49884481255449,0.664035736722073,0.242802878895552,0.0539041660146362,,,,,,,,,,,47.8,,,,,
,,35.675,139.75,,304.6,9060,21,S,201301280341_CG2_21F_208_1,36.57,140.56,4.8,123.3,3.60116935967922,0.153270191453907,0.0101674371974583,0.00735370120697154,0.0000263171398814717,10.0995069492906,0.230196341604301,0.165680690532039,0.0140427625072489,0.171342560952662,0.167728595268438,0.0136984877529872,-0.24075115368509,2.94847016040451,0.155563764134324,0.0270377576256769,0.561710662967945,0.550241398324928,0.200769451278481,0.166704642900239,0.0138706251301181,,,,,,,,,,,20.81,,,,,
,,35.675,139.75,,304.6,9060,21,S,201302010104_CG2_21F_208_1,36.055,139.8917,4.3,44.3,0.915357511379038,0.0334447577440565,0.00366428048221938,0.0013625687234561,0.00000187728999819954,5.22157598623665,0.051907484385523,0.0363155634704525,0.00448181732009544,0.053394763314598,0.0363639479244749,0.00452257302744091,-0.247544125667267,1.4230226222757,0.0658963089638029,0.00909294508282599,0.582014158513599,0.541567791091048,0.0526511238500605,0.0363397556974637,0.00450219517376818,,,,,,,,,,,31.37,,,,,
,,35.675,139.75,,304.6,9060,21,S,201302012306_CG2_21F_208_1,35.62,140.035,4.4,26,2.49381985292096,0.132280037934165,0.0162758114703589,0.00349407788334566,0.00000674604973198322,7.31818028360053,0.207818897157184,0.1165674387807,0.0149377032824133,0.210874713156854,0.116608372758253,0.0161577742716037,-0.232098028916441,2.52147505714519,0.220382530043842,0.0335677468762526,0.590774164847368,0.568485263845305,0.209346805157019,0.116587905769476,0.0155477387770085,,,,,,,,,,,27,,,,,
,,35.675,139.75,,304.6,9060,21,S,201302022317_CG2_21F_208_1,42.6883,143.235,6.5,835.7,1.0709170281759,0.120665362099083,0.0326618493808696,0.00763144692816854,0.0000710154260159221,19.5765845511671,0.826214115993728,0.284399831603435,0.0630960605000786,0.733661281741789,0.228635534511311,0.0617086575583382,-0.18353202539904,2.41553261602871,0.468617684065318,0.133789483562312,0.559207622134153,0.545808260117177,0.779937698867758,0.256517683057373,0.0624023590292084,,,,,,,,,,,98.27,,,,,
,,35.675,139.75,,304.6,9060,21,S,201302091343_CG2_21F_208_1,36.8433,141.3583,5.2,194,0.930569363150057,0.0422056862500796,0.00743018033705854,0.00149934880144511,0.0000153754724070641,6.64055827823612,0.224885492858084,0.0633774222659546,0.0179037617819706,0.213485305390937,0.0659462639872715,0.0181334999954804,-0.228486639176629,1.70501190624013,0.16932057268629,0.0510843842744497,0.583582658330832,0.544846710003201,0.21918539912451,0.0646618431266131,0.0180186308887255,,,,,,,,,,,63.98,,,,,
,,35.675,139.75,,304.6,9060,21,S,201302192127_CG2_21F_208_1,35.345,141.1983,5.6,135.7,0.858375253139357,0.189712495991026,0.0545658630848612,0.00656365353629604,0.0000859583066211006,22.7579373364097,1.67808989785794,0.384255065931037,0.0883582773450987,1.05932708022903,0.356041245662619,0.092883984311446,-0.14982258899821,3.06933787759625,0.711999229174218,0.192822382037992,0.56157042882046,0.535201807772663,1.36870848904349,0.370148155796828,0.0906211308282724,,,,,,,,,,,152.85,,,,,
,,35.675,139.75,,304.6,9060,21,S,201302251623_CG2_21F_208_1,36.8733,139.4117,6.3,137,1.57554260398658,0.605707562662251,0.429168143408267,0.0267814486965881,0.000723419251936431,49.343027539683,2.71925134473408,0.635921662722294,0.166262617862128,1.92216460108771,0.623107933262594,0.183768926948063,-0.15974676170132,3.36351720891713,1.09207524104255,0.532073783224388,0.614128351362467,0.511788189280346,2.32070797291089,0.629514797992444,0.175015772405096,,,,,,,,,,,188.93,,,,,
,,35.675,139.75,,304.6,9060,21,S,201303020135_CG2_21F_208_1,34.4133,140.0617,4.7,142.8,0.816991887989004,0.0678035476018664,0.0115657015428851,0.000616473741188543,0.000000746308981637342,3.55415064003705,0.194349726677096,0.0911498185756151,0.0156101131587433,0.16636716946224,0.0870204027366466,0.0160814880130117,-0.236520009594913,1.69687116378889,0.129101685617749,0.027660608340182,0.604395726254785,0.507226290426911,0.180358448069668,0.0890851106561309,0.0158458005858775,,,,,,,,,,,45.69,,,,,
,,35.675,139.75,,304.6,9060,21,S,201303080719_CG2_21F_208_1,35.9567,139.5683,3.6,35.8,2.99113463857162,0.0795586892808599,0.00594227058941263,0.00188476390711797,0.00000144955216943679,2.98242854782123,0.110883067739542,0.0911793223886152,0.00567165546187276,0.0580951545747339,0.0827285877161164,0.00593961446383942,-0.250660923718232,4.59096626971608,0.157372944324828,0.00849337688501738,0.426337306222272,0.426459854014599,0.084489111157138,0.0869539550523658,0.00580563496285609,,,,,,,,,,,6.42,,,,,
,,35.675,139.75,,304.6,9060,21,S,201303081953_CG2_21F_208_1,35.7,139.6267,3.5,11.8,0.612486542975475,0.0371288462377247,0.00328244460821539,0.00036876619196244,0.000000316651982273625,2.74180792528372,0.0778729853275098,0.0481688991017721,0.00548704773017215,0.0744520163245761,0.046876526660871,0.00560149010870389,-0.248416978260776,1.0205503552965,0.067418908857543,0.00737904749909415,0.613290628161936,0.560917221817928,0.076162500826043,0.0475227128813216,0.00554426891943802,,,,,,,,,,,37.74,,,,,
,,35.675,139.75,,304.6,9060,21,S,201303140502_CG2_21F_208_1,35.5783,140.1317,4.7,35.7,2.13742924000846,0.122750538453073,0.0212354238385912,0.00380266749325077,0.00000860674891918547,8.33049103165877,0.497302341524777,0.146183249317586,0.034953295138631,0.441773008697881,0.14475362142225,0.0352312848803732,-0.218990606521611,2.77785829819165,0.292327344344981,0.0600792716299115,0.577140580285395,0.559143931686346,0.469537675111329,0.145468435369918,0.0350922900095021,,,,,,,,,,,28.8,,,,,
,,35.675,139.75,,304.6,9060,21,S,201303180653_CG2_21F_208_1,36.45,140.58,4.4,114,1.65942781528787,0.0444208291727755,0.00294536339764642,0.00171883954477018,0.00000221181672123551,4.68441529302289,0.0473898281779935,0.0462165045154989,0.00342303140799756,0.047483525492346,0.0457004825589335,0.00350872063389096,-0.248667790085023,1.75974801223434,0.0571800730485615,0.00959501746443145,0.59020526041181,0.582470867501586,0.0474366768351698,0.0459584935372162,0.00346587602094426,,,,,,,,,,,18.96,,,,,
,,35.675,139.75,,304.6,9060,21,S,201303211434_CG2_21F_208_1,36.7433,140.4383,4.7,134,1.16303429656382,0.0905292569876458,0.00647506499569379,0.00127222262491272,0.00000180406562591569,4.99489671222853,0.166635725592371,0.117996283349813,0.0116583955535442,0.147511392897485,0.116726798666479,0.0111782358007769,-0.245132344833608,1.6927757298802,0.0851309429118107,0.017359483621557,0.648068689020186,0.568083641691476,0.157073559244928,0.117361541008146,0.0114183156771606,,,,,,,,,,,34.86,,,,,
,,35.675,139.75,,304.6,9060,21,S,201304041342_CG2_21F_208_1,35.7667,140.9167,5.1,105.5,1.30813308490747,0.0973084120544655,0.0192737471184181,0.00303800218126772,0.0000202347148310541,9.65371358522876,0.711781048116652,0.210393883711704,0.0541708974072514,0.689233860517338,0.211633521859047,0.0552154572224804,-0.195899744735398,2.54524871121627,0.430299809897542,0.117482487933275,0.563767758541294,0.557293133844677,0.700507454316995,0.211013702785375,0.0546931773148659,,,,,,,,,,,58.36,,,,,
,,35.675,139.75,,304.6,9060,21,S,201304060500_CG2_21F_208_1,36.7483,141.2933,5.2,182.7,0.70304281117391,0.0341584524829055,0.00967635780263323,0.00140070062347693,0.00000794875848610455,6.42892780763495,0.227160957914108,0.0654871154424731,0.0193351413103445,0.262203273637296,0.0677254347174718,0.020140348066575,-0.226042291606415,1.54702200653886,0.206052560760978,0.054707125596913,0.496300253059566,0.570340017436792,0.244682115775702,0.0666062750799725,0.0197377446884598,,,,,,,,,,,57.52,,,,,
,,35.675,139.75,,304.6,9060,21,S,201304141022_CG2_21F_208_1,36,139.4933,4.6,43.4,1.52035008814575,0.117963662816685,0.0154820302405878,0.00496418922057612,0.0000194062433781946,10.3987836670538,0.735979496620675,0.204098520993377,0.0350544015391779,0.322307092327969,0.146225154089065,0.0244101945838008,-0.23025811361054,2.5422954495513,0.211549330383937,0.0387791950690959,0.563760676872729,0.568852860911218,0.529143294474322,0.175161837541221,0.0297322980614893,,,,,,,,,,,40.76,,,,,
,,35.675,139.75,,304.6,9060,21,S,201304142225_CG2_21F_208_1,37.5317,141.405,5.3,253.9,1.26394292192975,0.0655797297914811,0.00919969743496137,0.00399465273084279,0.0000397384728323574,9.89015866650879,0.20524894456043,0.0897287902470187,0.0234123164788321,0.290549045708727,0.0948812009281689,0.0239028558100612,-0.221923248978744,2.24312098300421,0.223951069689076,0.0650736751770874,0.537331197967017,0.552046719206068,0.247898995134578,0.0923049955875938,0.0236575861444466,,,,,,,,,,,41.4,,,,,
,,35.675,139.75,,304.6,9060,21,S,201304171757_CG2_21F_208_1,34.0467,139.3517,6.2,184.5,0.436932832630961,0.206831293443756,0.145312737889553,0.00368769415023702,0.0000810129895618248,17.2107724509231,1.55626452515412,0.392722723221242,0.111702720607304,1.34898990367408,0.374012915221163,0.112242944602918,-0.165157058545847,2.54698216160464,0.769738845356241,0.264487679126857,0.554342447029565,0.550198740307397,1.4526272144141,0.383367819221202,0.111972832605111,,,,,,,,,,,171.81,,,,,
,,35.675,139.75,,304.6,9060,21,S,201304172103_CG2_21F_208_1,38.46,141.6183,5.9,351.3,0.636501745370012,0.0686409369994708,0.0232171659080478,0.00333420197728997,0.0000325965318555728,13.2495134334672,0.803466709273249,0.197572983037523,0.0546887407478417,0.646109086992585,0.197857928881122,0.0573210182178961,-0.217841605282476,1.98148408324139,0.287590153180412,0.0919090328852516,0.553225758802656,0.531351351351351,0.724787898132917,0.197715455959323,0.0560048794828689,,,,,,,,,,,113.3,,,,,
,,35.675,139.75,,304.6,9060,21,S,201304191205_CG2_21F_208_1,45.3,150.9567,7,1426.8,0.724605637413214,0.0787529853289164,0.0283092299844147,0.00225514926060333,0.000042828378745866,9.86431310171888,0.457939203238971,0.152801974147969,0.0332135056470037,0.431548979851066,0.12353050613546,0.0383602428899448,-0.201718041660802,1.61356387850692,0.290583661627117,0.0944771782897813,0.580611902303241,0.531506571475894,0.444744091545018,0.138166240141714,0.0357868742684743,,,,,,,,,,,103.37,,,,,
,,35.675,139.75,,304.6,9060,21,S,201304211222_CG2_21F_208_1,29.9017,139.4067,6.4,642.5,0.75144520944023,0.0824480956293455,0.0290024791405082,0.00234470620735328,0.0000277900549566305,8.84991551784314,0.511144050061601,0.162181144302342,0.038618750719884,0.452981018462975,0.155059414315811,0.0413448215924795,-0.228244069832878,1.90153323528029,0.263756629228355,0.0548788598747803,0.588262475546696,0.524006679342505,0.482062534262288,0.158620279309076,0.0399817861561818,,,,,,,,,,,69.59,,,,,
,,35.675,139.75,,304.6,9060,21,S,201304292201_CG2_21F_208_1,35.8083,141.125,5.6,124.6,0.71975252587578,0.106137235030005,0.0316520332305958,0.00370385498482608,0.0000653174269516592,15.3928941993496,1.06670800189563,0.33558111690528,0.0914566816730858,1.0606841694652,0.338464100738602,0.0929150751796212,-0.165136913070924,3.08977147563141,0.584867336022291,0.178966267481863,0.662056136196739,0.535061142316406,1.06369608568042,0.337022608821941,0.0921858784263535,,,,,,,,,,,136.88,,,,,
,,35.675,139.75,,304.6,9060,21,S,201305181447_CG2_21F_208_1,37.7083,141.6283,6,281.4,1.13549927774342,0.141934272051234,0.039506001488504,0.00970046272034597,0.000368666034655185,24.4178700165465,1.22505739250978,0.34442207992899,0.0910023678597609,0.848813137265938,0.269710112553757,0.0752852647606541,-0.163363970661051,2.41943135749415,0.58673641047,0.175369163160247,0.584772810450281,0.531266517276656,1.03693526488786,0.307066096241373,0.0831438163102075,,,,,,,,,,,125.31,,,,,
,,35.675,139.75,,304.6,9060,21,S,201305241444_CG2_21F_208_1,53.6433,156.7467,8,2394.7,0.457768462047316,0.225576297226174,0.157630091538631,0.00498126209625596,0.000424800003925289,21.7551383842504,1.32864461910482,0.325266459127843,0.0965896355153219,1.12994492516196,0.30201894508845,0.0972330540895476,-0.0756217645010775,2.61161061816773,0.805806722808117,0.267915555700728,0.5819539895068,0.540617147033452,1.22929477213339,0.313642702108146,0.0969113448024348,,,,,,,,,,,203.43,,,,,
,,35.675,139.75,,304.6,9060,21,S,201306061228_CG2_21F_208_1,35.6433,140.655,5,81.4,0.589169035332501,0.0675914699161617,0.0151649374907719,0.00150272405839597,0.00000988290078348839,7.35010540792915,0.356788040098653,0.118458339681413,0.028627818286449,0.306732488527657,0.117991234144905,0.0303823038664644,-0.224435464094142,1.51367774693773,0.195330969271729,0.0530765652390988,0.568260856207409,0.502351037368365,0.331760264313155,0.118224786913159,0.0295050610764567,,,,,,,,,,,79.31,,,,,
,,35.675,139.75,,304.6,9060,21,S,201307060444_CG2_21F_208_1,35.6183,140.0967,3.5,31.5,0.80783262640159,0.0261888932440578,0.00214058608774737,0.000256147713887243,0.000000164140160513091,1.8186580884662,0.0239518285147252,0.0296773699922034,0.00141150331642662,0.0200570446067523,0.0292612254277301,0.00151010360483054,-0.249956737211847,1.11319044390455,0.0458264678938726,0.00691723554003198,0.59376320471518,0.561788226578939,0.0220044365607388,0.0294692977099667,0.00146080346062858,,,,,,,,,,,32,,,,,
,,35.675,139.75,,304.6,9060,21,S,201307150107_CG2_21F_208_1,34.9583,139.9667,3.8,81.7,0.880129749028494,0.0296551506111266,0.00211292807732351,0.000355446125182227,0.000000324209902028742,2.01629866832106,0.0642581449088763,0.0336257782474935,0.00334759604931365,0.0386159128326258,0.0348227991097842,0.0027469269897698,-0.251173464292479,1.06812457753194,0.0577507443477608,0.00369999400204312,0.574707128775737,0.560379217677476,0.0514370288707511,0.0342242886786389,0.00304726151954172,,,,,,,,,,,14.05,,,,,
